車輛種類,廠牌,總重[噸],車輛型式,引擎型式,總排氣量[L],最大扭力[N-m],最大馬力[kW],模擬車重[噸],能效[km/L]
大貨車,ISUZU(五十鈴),4.661,2SG-NJR88AM,4JZ1-HE11,2.999,375,110,3.451,14.49
大貨車,ISUZU(五十鈴),4.661,2SG-NKR88AM,4JZ1-HE11,2.999,375,110,3.451,14.49
大貨車,ISUZU(五十鈴),4.661,2SG-NLR88AM,4JZ1-HE11,2.999,375,110,3.451,14.49
大貨車,ISUZU(五十鈴),4.661,2SG-NMR88AM,4JZ1-HE11,2.999,375,110,3.451,14.49
大貨車,ISUZU(五十鈴),4.661,2SG-NMR88M,4JZ1-HE11,2.999,375,110,3.451,14.49
大貨車,ISUZU(五十鈴),4.661,2SG-NPR88AM,4JZ1-HE11,2.999,375,110,3.451,14.49
大貨車,ISUZU(五十鈴),4.661,2TG-NJR88AF,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NJR88AM,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NJR88AF,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NJR88AM,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NKR88AC,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NKR88AF,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NKR88AM,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NKR88C,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NLR88AC,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NLR88AM,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NMR88AC,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NMR88AM,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NMR88C,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NMR88M,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NNR88AC,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NNR88AM,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NPR88AC,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2TG-NPR88AM,4JZ1,2.999,375,110,3.451,13.73
大貨車,ISUZU(五十鈴),4.661,2SG-NJR88AN,4JZ1-HE11,2.999,375,110,3.451,13.33
大貨車,ISUZU(五十鈴),4.661,2SG-NKR88AN,4JZ1-HE11,2.999,375,110,3.451,13.33
大貨車,ISUZU(五十鈴),4.661,2SG-NLR88AN,4JZ1-HE11,2.999,375,110,3.451,13.33
大貨車,ISUZU(五十鈴),4.661,2SG-NMR88AN,4JZ1-HE11,2.999,375,110,3.451,13.33
大貨車,ISUZU(五十鈴),4.661,2SG-NMR88N,4JZ1-HE11,2.999,375,110,3.451,13.33
大貨車,ISUZU(五十鈴),4.661,2SG-NPR88AN,4JZ1-HE11,2.999,375,110,3.451,13.33
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AF,4JZ1,2.999,375,110,3.451,13.27
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AM,4JZ1,2.999,375,110,3.451,13.27
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AF,4JZ1,2.999,375,110,3.451,13.27
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AM,4JZ1,2.999,375,110,3.451,13.27
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AC,4JZ1,2.999,375,110,3.451,13.27
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AM,4JZ1,2.999,375,110,3.451,13.27
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AC,4JZ1,2.999,375,110,3.451,13.27
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AM,4JZ1,2.999,375,110,3.451,13.27
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AF,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AM,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AF,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AM,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AT,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AC,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AF,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AM,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AT,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88C,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88M,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AC,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AM,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AC,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AM,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88C,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88M,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AC,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AM,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AC,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AM,4JZ1,2.999,375,110,3.451,13.26
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AF,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AM,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AF,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AM,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AT,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AC,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AF,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AM,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88C,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AC,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AM,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88M,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AC,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AM,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88C,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88M,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AC,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AM,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AC,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AM,4JZ1,2.999,375,110,3.451,12.82
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AC,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AF,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AM,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AT,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88C,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88M,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AC,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AM,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88C,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88M,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AC,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AM,4JZ1,2.999,375,110,3.451,12.79
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88A,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88N,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AR,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88N,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AR,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88N,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88A,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AR,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NNS88AN,4JZ1,2.999,375,110,3.451,11.68
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88A,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88N,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AR,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88N,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AR,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88N,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88A,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AR,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NNS88AN,4JZ1,2.999,375,110,3.451,11.67
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88A,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AN,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AR,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88R,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AN,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AR,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88N,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88R,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AN,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AR,4JZ1,2.999,375,110,3.451,11.58
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88A,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AN,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AR,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88R,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AN,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AR,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88N,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88R,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AN,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AR,4JZ1,2.999,375,110,3.451,11.56
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.47
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.47
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.47
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.47
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88A,4JZ1,2.999,375,110,3.451,11.47
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88AN,4JZ1,2.999,375,110,3.451,11.47
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AN,4JZ1,2.999,375,110,3.451,11.47
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AR,4JZ1,2.999,375,110,3.451,11.47
大貨車,ISUZU(五十鈴),4.661,2RG-NNS88AN,4JZ1,2.999,375,110,3.451,11.47
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88A,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88AN,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88N,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88A,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AN,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AR,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88R,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AN,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AR,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88N,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AN,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AR,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88N,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88R,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AN,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AR,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88N,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AN,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AR,4JZ1,2.999,375,110,3.451,11.37
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88A,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AD,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AN,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AR,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88N,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88R,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AN,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AR,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88N,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88R,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AN,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AR,4JZ1,2.999,375,110,3.451,11.36
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88A,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AN,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88AR,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NKR88R,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AN,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88AR,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88N,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NMR88R,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AN,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NPR88AR,4JZ1,2.999,375,110,3.451,11.33
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88A,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88N,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AR,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88N,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AR,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88N,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88A,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88A,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NJS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AR,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NLS88AR,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NNS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NNS88AN,4JZ1,2.999,375,110,3.451,11.29
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88A,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NHR88AN,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88A,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AD,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88AN,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NJR88N,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AN,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88AR,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NLR88N,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AN,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88AR,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NNR88N,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88A,4JZ1,2.999,375,110,3.451,11.28
大貨車,ISUZU(五十鈴),4.661,2RG-NHS88AN,4JZ1,2.999,375,110,3.451,11.28
