車輛種類,廠牌,總重[噸],車輛型式,引擎型式,總排氣量[L],最大扭力[N-m],最大馬力[kW],模擬車重[噸],能效[km/L]
大貨車,ISUZU(五十鈴),6.715,2PG-NPR88AR,4JZ1,2.999,375,110,4.6046499999999995,8.75
大貨車,ISUZU(五十鈴),6.715,2PG-NPR88N,4JZ1,2.999,375,110,4.6046499999999995,8.75
大貨車,ISUZU(五十鈴),7.822,2RG-NKR88YM,4JZ1,2.999,375,110,5.6475,9.56
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YAM,4JZ1,2.999,375,110,5.6475,9.56
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YM,4JZ1,2.999,375,110,5.6475,9.56
大貨車,ISUZU(五十鈴),7.822,2RG-NKR88YM,4JZ1,2.999,375,110,5.6475,9.39
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YAM,4JZ1,2.999,375,110,5.6475,9.39
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YM,4JZ1,2.999,375,110,5.6475,9.39
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YAM,4JZ1,2.999,430,129,5.6475,9.2
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YM,4JZ1,2.999,430,129,5.6475,9.2
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YAM,4JZ1,2.999,430,129,5.6475,9.19
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YM,4JZ1,2.999,430,129,5.6475,9.19
大貨車,ISUZU(五十鈴),7.822,2RG-NKR88YM,4JZ1,2.999,375,110,5.6475,9.17
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YAM,4JZ1,2.999,375,110,5.6475,9.17
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YM,4JZ1,2.999,375,110,5.6475,9.17
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YAM,4JZ1,2.999,430,129,5.6475,9.04
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YM,4JZ1,2.999,430,129,5.6475,9.04
大貨車,ISUZU(五十鈴),7.822,2PG-NKR88YM,4JZ1,2.999,375,110,5.6475,9.03
大貨車,ISUZU(五十鈴),7.822,2PG-NPR88YAM,4JZ1,2.999,375,110,5.6475,9.03
大貨車,ISUZU(五十鈴),7.822,2PG-NPR88YM,4JZ1,2.999,375,110,5.6475,9.03
大貨車,ISUZU(五十鈴),7.822,2PG-NPR88YAM,4JZ1,2.999,430,129,5.6475,8.98
大貨車,ISUZU(五十鈴),7.822,2PG-NPR88YM,4JZ1,2.999,430,129,5.6475,8.98
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YN,4JZ1,2.999,430,129,5.6475,8.12
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YN,4JZ1,2.999,430,129,5.6475,8.09
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YN,4JZ1,2.999,430,129,5.6475,8.0
大貨車,ISUZU(五十鈴),7.822,2RG-NKR88YN,4JZ1,2.999,375,110,5.6475,7.98
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YN,4JZ1,2.999,375,110,5.6475,7.98
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YN,4JZ1,2.999,430,129,5.6475,7.97
大貨車,ISUZU(五十鈴),7.822,2RG-NKR88YN,4JZ1,2.999,375,110,5.6475,7.96
大貨車,ISUZU(五十鈴),7.822,2RG-NPR88YN,4JZ1,2.999,375,110,5.6475,7.96
大貨車,ISUZU(五十鈴),7.822,2PG-NKR88YN,4JZ1,2.999,375,110,5.6475,7.85
大貨車,ISUZU(五十鈴),7.822,2PG-NPR88YN,4JZ1,2.999,375,110,5.6475,7.85
大貨車,ISUZU(五十鈴),7.822,2PG-NKR88YN,4JZ1,2.999,375,110,5.6475,7.84
大貨車,ISUZU(五十鈴),7.822,2PG-NPR88YN,4JZ1,2.999,375,110,5.6475,7.84
大貨車,ISUZU(五十鈴),6.715,2PG-FRR90S3,4HK1,5.193,515,140,4.6046499999999995,10.13
大貨車,ISUZU(五十鈴),6.715,2PG-FRR90S1,4HK1,5.193,515,140,4.6046499999999995,9.89
大貨車,ISUZU(五十鈴),6.715,2KG-FRR90S3,4HK1,5.193,515,140,4.6046499999999995,9.78
大貨車,ISUZU(五十鈴),6.715,2PG-FRR90S3,4HK1,5.193,515,140,4.6046499999999995,9.76
大貨車,ISUZU(五十鈴),6.715,2KG-FRR90S1,4HK1,5.193,515,140,4.6046499999999995,9.55
大貨車,ISUZU(五十鈴),6.715,2PG-FRR90S1,4HK1,5.193,515,140,4.6046499999999995,9.53
大貨車,ISUZU(五十鈴),6.715,2KG-FRR90S3,4HK1,5.193,515,140,4.6046499999999995,9.41
大貨車,ISUZU(五十鈴),6.715,2KG-FRR90S1,4HK1,5.193,515,140,4.6046499999999995,9.2
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S4,4HK1,5.193,706,154,5.6475,9.06
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T4,4HK1,5.193,706,154,5.6475,9.06
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S4,4HK1,5.193,765,177,5.6475,9.03
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T4,4HK1,5.193,765,177,5.6475,9.03
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S4,4HK1,5.193,706,154,5.6475,8.95
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T4,4HK1,5.193,706,154,5.6475,8.95
大貨車,ISUZU(五十鈴),7.822,2RG-FRS90J4,4HK1,5.193,706,154,5.6475,8.95
大貨車,ISUZU(五十鈴),7.822,2RG-FRS90S4,4HK1,5.193,706,154,5.6475,8.95
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S4,4HK1,5.193,765,177,5.6475,8.93
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T4,4HK1,5.193,765,177,5.6475,8.93
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S4,4HK1,5.193,706,154,5.6475,8.91
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T4,4HK1,5.193,706,154,5.6475,8.91
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90U4,4HK1,5.193,706,154,5.6475,8.91
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90V4,4HK1,5.193,706,154,5.6475,8.91
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S4,4HK1,5.193,765,177,5.6475,8.87
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T4,4HK1,5.193,765,177,5.6475,8.87
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90U4,4HK1,5.193,765,177,5.6475,8.87
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90V4,4HK1,5.193,765,177,5.6475,8.87
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S3,4HK1,5.193,515,140,5.6475,8.84
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S4,4HK1,5.193,706,154,5.6475,8.84
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T4,4HK1,5.193,706,154,5.6475,8.84
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S4,4HK1,5.193,706,154,5.6475,8.81
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T4,4HK1,5.193,706,154,5.6475,8.81
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90U4,4HK1,5.193,706,154,5.6475,8.81
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90V4,4HK1,5.193,706,154,5.6475,8.81
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S4,4HK1,5.193,765,177,5.6475,8.81
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T4,4HK1,5.193,765,177,5.6475,8.81
大貨車,ISUZU(五十鈴),7.822,2RG-FRS90J4,4HK1,5.193,706,154,5.6475,8.81
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S4,4HK1,5.193,765,177,5.6475,8.77
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T4,4HK1,5.193,765,177,5.6475,8.77
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90U4,4HK1,5.193,765,177,5.6475,8.77
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90V4,4HK1,5.193,765,177,5.6475,8.77
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S4,4HK1,5.193,706,154,5.6475,8.74
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T4,4HK1,5.193,706,154,5.6475,8.74
大貨車,ISUZU(五十鈴),7.822,2PG-FRS90J4,4HK1,5.193,706,154,5.6475,8.74
大貨車,ISUZU(五十鈴),7.822,2PG-FRS90S4,4HK1,5.193,706,154,5.6475,8.74
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S4,4HK1,5.193,765,177,5.6475,8.71
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T4,4HK1,5.193,765,177,5.6475,8.71
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S2,4HK1,5.193,706,154,5.6475,8.7
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T2,4HK1,5.193,706,154,5.6475,8.7
大貨車,ISUZU(五十鈴),7.822,2RG-FRS90S2,4HK1,5.193,706,154,5.6475,8.7
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S4,4HK1,5.193,706,154,5.6475,8.69
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T4,4HK1,5.193,706,154,5.6475,8.69
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90U4,4HK1,5.193,706,154,5.6475,8.69
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90V4,4HK1,5.193,706,154,5.6475,8.69
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S2,4HK1,5.193,706,154,5.6475,8.68
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T2,4HK1,5.193,706,154,5.6475,8.68
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S2,4HK1,5.193,765,177,5.6475,8.67
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T2,4HK1,5.193,765,177,5.6475,8.67
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S3,4HK1,5.193,515,140,5.6475,8.66
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S2,4HK1,5.193,765,177,5.6475,8.66
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T2,4HK1,5.193,765,177,5.6475,8.66
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S3,4HK1,5.193,515,140,5.6475,8.64
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S4,4HK1,5.193,765,177,5.6475,8.64
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T4,4HK1,5.193,765,177,5.6475,8.64
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90U4,4HK1,5.193,765,177,5.6475,8.64
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90V4,4HK1,5.193,765,177,5.6475,8.64
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S1,4HK1,5.193,515,140,5.6475,8.59
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S4,4HK1,5.193,706,154,5.6475,8.59
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T4,4HK1,5.193,706,154,5.6475,8.59
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90U4,4HK1,5.193,706,154,5.6475,8.59
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90V4,4HK1,5.193,706,154,5.6475,8.59
大貨車,ISUZU(五十鈴),7.822,2PG-FRS90J4,4HK1,5.193,706,154,5.6475,8.59
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S4,4HK1,5.193,765,177,5.6475,8.55
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T4,4HK1,5.193,765,177,5.6475,8.55
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90U4,4HK1,5.193,765,177,5.6475,8.55
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90V4,4HK1,5.193,765,177,5.6475,8.55
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S2,4HK1,5.193,706,154,5.6475,8.5
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T2,4HK1,5.193,706,154,5.6475,8.5
大貨車,ISUZU(五十鈴),7.822,2PG-FRS90S2,4HK1,5.193,706,154,5.6475,8.5
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S2,4HK1,5.193,706,154,5.6475,8.49
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T2,4HK1,5.193,706,154,5.6475,8.49
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S2,4HK1,5.193,765,177,5.6475,8.47
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T2,4HK1,5.193,765,177,5.6475,8.47
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S2,4HK1,5.193,765,177,5.6475,8.46
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T2,4HK1,5.193,765,177,5.6475,8.46
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S3,4HK1,5.193,515,140,5.6475,8.45
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S2,4HK1,5.193,706,154,5.6475,8.44
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T2,4HK1,5.193,706,154,5.6475,8.44
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90U2,4HK1,5.193,706,154,5.6475,8.44
大貨車,ISUZU(五十鈴),7.822,2RG-FRS90S2,4HK1,5.193,706,154,5.6475,8.44
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S2,4HK1,5.193,706,154,5.6475,8.43
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T2,4HK1,5.193,706,154,5.6475,8.43
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90U2,4HK1,5.193,706,154,5.6475,8.43
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S1,4HK1,5.193,515,140,5.6475,8.41
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S1,4HK1,5.193,515,140,5.6475,8.4
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S2,4HK1,5.193,765,177,5.6475,8.32
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T2,4HK1,5.193,765,177,5.6475,8.32
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90U2,4HK1,5.193,765,177,5.6475,8.32
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90S2,4HK1,5.193,765,177,5.6475,8.31
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90T2,4HK1,5.193,765,177,5.6475,8.31
大貨車,ISUZU(五十鈴),7.822,2RG-FRR90U2,4HK1,5.193,765,177,5.6475,8.31
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S2,4HK1,5.193,706,154,5.6475,8.24
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T2,4HK1,5.193,706,154,5.6475,8.24
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90U2,4HK1,5.193,706,154,5.6475,8.24
大貨車,ISUZU(五十鈴),7.822,2PG-FRS90S2,4HK1,5.193,706,154,5.6475,8.24
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S2,4HK1,5.193,706,154,5.6475,8.23
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T2,4HK1,5.193,706,154,5.6475,8.23
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90U2,4HK1,5.193,706,154,5.6475,8.23
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S1,4HK1,5.193,515,140,5.6475,8.22
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S2,4HK1,5.193,765,177,5.6475,8.12
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T2,4HK1,5.193,765,177,5.6475,8.12
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90U2,4HK1,5.193,765,177,5.6475,8.12
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90S2,4HK1,5.193,765,177,5.6475,8.11
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90T2,4HK1,5.193,765,177,5.6475,8.11
大貨車,ISUZU(五十鈴),7.822,2PG-FRR90U2,4HK1,5.193,765,177,5.6475,8.11
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S4,4HK1,5.193,706,154,7.264,7.99
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T4,4HK1,5.193,706,154,7.264,7.99
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S4,4HK1,5.193,765,177,7.264,7.99
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T4,4HK1,5.193,765,177,7.264,7.99
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S4,4HK1,5.193,706,154,7.264,7.92
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T4,4HK1,5.193,706,154,7.264,7.92
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90U4,4HK1,5.193,706,154,7.264,7.92
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90V4,4HK1,5.193,706,154,7.264,7.92
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S4,4HK1,5.193,706,154,7.264,7.91
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T4,4HK1,5.193,706,154,7.264,7.91
大貨車,ISUZU(五十鈴),10.509,2RG-FSS90J4,4HK1,5.193,706,154,7.264,7.91
大貨車,ISUZU(五十鈴),10.509,2RG-FSS90S4,4HK1,5.193,706,154,7.264,7.91
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S4,4HK1,5.193,765,177,7.264,7.9
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T4,4HK1,5.193,765,177,7.264,7.9
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90U4,4HK1,5.193,765,177,7.264,7.9
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90V4,4HK1,5.193,765,177,7.264,7.9
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S4,4HK1,5.193,706,154,7.264,7.84
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T4,4HK1,5.193,706,154,7.264,7.84
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90U4,4HK1,5.193,706,154,7.264,7.84
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90V4,4HK1,5.193,706,154,7.264,7.84
大貨車,ISUZU(五十鈴),10.509,2RG-FSS90J4,4HK1,5.193,706,154,7.264,7.84
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S4,4HK1,5.193,706,154,7.264,7.83
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T4,4HK1,5.193,706,154,7.264,7.83
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S4,4HK1,5.193,765,177,7.264,7.82
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T4,4HK1,5.193,765,177,7.264,7.82
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S4,4HK1,5.193,765,177,7.264,7.82
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T4,4HK1,5.193,765,177,7.264,7.82
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90U4,4HK1,5.193,765,177,7.264,7.82
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90V4,4HK1,5.193,765,177,7.264,7.82
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S4,4HK1,5.193,706,154,7.264,7.76
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T4,4HK1,5.193,706,154,7.264,7.76
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90U4,4HK1,5.193,706,154,7.264,7.76
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90V4,4HK1,5.193,706,154,7.264,7.76
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S4,4HK1,5.193,706,154,7.264,7.75
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T4,4HK1,5.193,706,154,7.264,7.75
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S4,4HK1,5.193,765,177,7.264,7.75
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T4,4HK1,5.193,765,177,7.264,7.75
大貨車,ISUZU(五十鈴),10.509,2PG-FSS90J4,4HK1,5.193,706,154,7.264,7.75
大貨車,ISUZU(五十鈴),10.509,2PG-FSS90S4,4HK1,5.193,706,154,7.264,7.75
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S2,4HK1,5.193,706,154,7.264,7.74
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T2,4HK1,5.193,706,154,7.264,7.74
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S2,4HK1,5.193,765,177,7.264,7.74
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T2,4HK1,5.193,765,177,7.264,7.74
大貨車,ISUZU(五十鈴),10.509,2RG-FSS90S2,4HK1,5.193,706,154,7.264,7.74
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S2,4HK1,5.193,706,154,7.264,7.73
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T2,4HK1,5.193,706,154,7.264,7.73
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S4,4HK1,5.193,765,177,7.264,7.73
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T4,4HK1,5.193,765,177,7.264,7.73
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90U4,4HK1,5.193,765,177,7.264,7.73
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90V4,4HK1,5.193,765,177,7.264,7.73
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S2,4HK1,5.193,765,177,7.264,7.73
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T2,4HK1,5.193,765,177,7.264,7.73
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S4,4HK1,5.193,706,154,7.264,7.68
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T4,4HK1,5.193,706,154,7.264,7.68
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90U4,4HK1,5.193,706,154,7.264,7.68
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90V4,4HK1,5.193,706,154,7.264,7.68
大貨車,ISUZU(五十鈴),10.509,2PG-FSS90J4,4HK1,5.193,706,154,7.264,7.68
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S4,4HK1,5.193,765,177,7.264,7.66
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T4,4HK1,5.193,765,177,7.264,7.66
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90U4,4HK1,5.193,765,177,7.264,7.66
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90V4,4HK1,5.193,765,177,7.264,7.66
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S2,4HK1,5.193,706,154,7.264,7.62
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T2,4HK1,5.193,706,154,7.264,7.62
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90U2,4HK1,5.193,706,154,7.264,7.62
大貨車,ISUZU(五十鈴),10.509,2RG-FSS90S2,4HK1,5.193,706,154,7.264,7.62
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S2,4HK1,5.193,706,154,7.264,7.61
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T2,4HK1,5.193,706,154,7.264,7.61
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90U2,4HK1,5.193,706,154,7.264,7.61
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S2,4HK1,5.193,765,177,7.264,7.61
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T2,4HK1,5.193,765,177,7.264,7.61
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90U2,4HK1,5.193,765,177,7.264,7.61
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90S2,4HK1,5.193,765,177,7.264,7.6
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90T2,4HK1,5.193,765,177,7.264,7.6
大貨車,ISUZU(五十鈴),10.509,2RG-FSR90U2,4HK1,5.193,765,177,7.264,7.6
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S2,4HK1,5.193,706,154,7.264,7.59
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T2,4HK1,5.193,706,154,7.264,7.59
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S2,4HK1,5.193,765,177,7.264,7.59
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T2,4HK1,5.193,765,177,7.264,7.59
大貨車,ISUZU(五十鈴),10.509,2PG-FSS90S2,4HK1,5.193,706,154,7.264,7.59
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S2,4HK1,5.193,706,154,7.264,7.58
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T2,4HK1,5.193,706,154,7.264,7.58
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S2,4HK1,5.193,765,177,7.264,7.58
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T2,4HK1,5.193,765,177,7.264,7.58
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S2,4HK1,5.193,706,154,7.264,7.47
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T2,4HK1,5.193,706,154,7.264,7.47
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90U2,4HK1,5.193,706,154,7.264,7.47
大貨車,ISUZU(五十鈴),10.509,2PG-FSS90S2,4HK1,5.193,706,154,7.264,7.47
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S2,4HK1,5.193,706,154,7.264,7.46
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T2,4HK1,5.193,706,154,7.264,7.46
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90U2,4HK1,5.193,706,154,7.264,7.46
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S2,4HK1,5.193,765,177,7.264,7.45
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T2,4HK1,5.193,765,177,7.264,7.45
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90U2,4HK1,5.193,765,177,7.264,7.45
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90S2,4HK1,5.193,765,177,7.264,7.44
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90T2,4HK1,5.193,765,177,7.264,7.44
大貨車,ISUZU(五十鈴),10.509,2PG-FSR90U2,4HK1,5.193,765,177,7.264,7.44
大貨車,ISUZU(五十鈴),13.438,2RG-FTR90U4,4HK1,5.193,765,177,9.113,6.74
大貨車,ISUZU(五十鈴),13.438,2RG-FTR90V4,4HK1,5.193,765,177,9.113,6.74
大貨車,ISUZU(五十鈴),13.438,2RG-FTR90U4,4HK1,5.193,765,177,9.113,6.68
大貨車,ISUZU(五十鈴),13.438,2RG-FTR90V4,4HK1,5.193,765,177,9.113,6.68
大貨車,ISUZU(五十鈴),13.438,2PG-FTR90U4,4HK1,5.193,765,177,9.113,6.63
大貨車,ISUZU(五十鈴),13.438,2PG-FTR90V4,4HK1,5.193,765,177,9.113,6.63
大貨車,ISUZU(五十鈴),13.438,2RG-FTR90U4,4HK1,5.193,765,177,9.113,6.62
大貨車,ISUZU(五十鈴),13.438,2RG-FTR90V4,4HK1,5.193,765,177,9.113,6.62
大貨車,ISUZU(五十鈴),13.438,2PG-FTR90U4,4HK1,5.193,765,177,9.113,6.57
大貨車,ISUZU(五十鈴),13.438,2PG-FTR90V4,4HK1,5.193,765,177,9.113,6.57
大貨車,ISUZU(五十鈴),13.438,2PG-FTR90U4,4HK1,5.193,765,177,9.113,6.56
大貨車,ISUZU(五十鈴),13.438,2PG-FTR90V4,4HK1,5.193,765,177,9.113,6.56
大貨車,ISUZU(五十鈴),13.438,2RG-FTR90U2,4HK1,5.193,765,177,9.113,6.56
大貨車,ISUZU(五十鈴),13.438,2RG-FTR90V2,4HK1,5.193,765,177,9.113,6.56
