廠牌,車型/車款名,車型/車款,引擎,排氣量[L],最大扭力[N-m],最大馬力[kW],排檔型式_日,空重[kg],總重[kg],最大積載量[kg],自動車構造,能效[km/L],軸組型態_日,車輛種類,模擬車重[噸],總重[噸],乘車定員[人]
FUSO,ふそうキャンター,2RG-FEB50,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.4,2-4Ｄ,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FEB50,4P10,2.998,430,110,6MT,2652,5812,2995.0,トラック等,10.6,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2RG-FGA20,4P10,2.998,430,96,6MT,2356,4521,2000.0,トラック等,11.4,2D-4D,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FGA20,4P10,2.998,430,96,6MT,2356,4521,2000.0,トラック等,11.8,2D-4D,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FGA20,4P10,2.998,430,96,6MT,2356,4521,2000.0,トラック等,11.4,2D-4D,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2PG-FGA50,4P10,2.998,430,110,6MT,2356,4521,2000.0,トラック等,11.2,2D-4D,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2PG-FGA50,4P10,2.998,430,110,6MT,2652,5812,2995.0,トラック等,10.4,2D-4D,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2RG-FGA50,4P10,2.998,430,110,6MT,2356,4521,2000.0,トラック等,11.6,2D-4D,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FGA50,4P10,2.998,430,110,6MT,2652,5812,2995.0,トラック等,10.8,2D-4D,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2RG-FGA50,4P10,2.998,430,110,6MT,2356,4521,2000.0,トラック等,11.4,2D-4D,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FGA50,4P10,2.998,430,110,6MT,2652,5812,2995.0,トラック等,10.6,2D-4D,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2PG-FGB70,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.0,2D-4D,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2PG-FGB70,4P10,2.998,430,110,"6MT,5MT",2652,5812,2995.0,トラック等,10.2,2D-4D,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2PG-FGB70,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.0,2D-4D,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2PG-FGB70,4P10,2.998,430,110,"6MT,5MT",2652,5812,2995.0,トラック等,10.0,2D-4D,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2RG-FGB70,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.4,2D-4D,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FGB70,4P10,2.998,430,110,"6MT,5MT",2652,5812,2995.0,トラック等,10.6,2D-4D,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2PG-FEA80,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.2,2-4Ｄ,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2PG-FEA80,4P10,2.998,430,110,"6MT,5MT",2652,5812,2995.0,トラック等,10.4,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2PG-FEA80,4P10,2.998,430,110,6MT,2979,6893,3749.0,トラック等,8.8,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEA80,4P10,2.998,430,110,5MT,2979,6893,3749.0,トラック等,8.7,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEA80,4P10,2.998,430,110,"6MT,5MT",2979,6893,3749.0,トラック等,8.6,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2RG-FEA80,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.6,2-4Ｄ,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FEA80,4P10,2.998,430,110,6MT,2652,5812,2995.0,トラック等,10.8,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2RG-FEA80,4P10,2.998,430,110,5MT,2652,5812,2995.0,トラック等,10.6,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2RG-FEA80,4P10,2.998,430,110,"6MT,5MT",2979,6893,3749.0,トラック等,9.0,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2RG-FEA80,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.4,2-4Ｄ,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FEA80,4P10,2.998,430,110,6MT,2652,5812,2995.0,トラック等,10.6,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.2,2-4Ｄ,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,110,"6MT,5MT",2652,5812,2995.0,トラック等,10.4,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,110,6MT,2979,6893,3749.0,トラック等,8.8,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,110,5MT,2979,6893,3749.0,トラック等,8.7,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,129,"6MT,5MT",2356,4521,2000.0,トラック等,11.0,2-4Ｄ,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,129,"6MT,5MT",2652,5812,2995.0,トラック等,10.2,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,129,6MT,2979,6893,3749.0,トラック等,8.7,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,129,5MT,2979,6893,3749.0,トラック等,8.6,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,129,5MT,2979,6893,3749.0,トラック等,8.8,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,110,"6MT,5MT",2979,6893,3749.0,トラック等,8.6,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,129,"6MT,5MT",2652,5812,2995.0,トラック等,10.0,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,129,6MT,2979,6893,3749.0,トラック等,8.6,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEB80,4P10,2.998,430,129,5MT,2979,6893,3749.0,トラック等,8.6,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2RG-FEB80,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.6,2-4Ｄ,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FEB80,4P10,2.998,430,110,6MT,2652,5812,2995.0,トラック等,10.8,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2RG-FEB80,4P10,2.998,430,110,5MT,2652,5812,2995.0,トラック等,10.6,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2RG-FEB80,4P10,2.998,430,110,"6MT,5MT",2979,6893,3749.0,トラック等,9.0,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2RG-FEB80,4P10,2.998,430,129,"6MT,5MT",2356,4521,2000.0,トラック等,11.4,2-4Ｄ,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FEB80,4P10,2.998,430,129,"6MT,5MT",2652,5812,2995.0,トラック等,10.6,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2RG-FEB80,4P10,2.998,430,129,6MT,2979,6893,3749.0,トラック等,9.0,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2RG-FEB80,4P10,2.998,430,110,"6MT,5MT",2356,4521,2000.0,トラック等,11.4,2-4Ｄ,大貨車,3.411,4.521,
FUSO,ふそうキャンター,2RG-FEB80,4P10,2.998,430,110,6MT,2652,5812,2995.0,トラック等,10.6,2-4Ｄ,大貨車,4.2045,5.812,
FUSO,ふそうキャンター,2PG-FEBS0,4P10,2.998,430,110,6MT,2979,6893,3749.0,トラック等,8.8,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEBS0,4P10,2.998,430,110,5MT,2979,6893,3749.0,トラック等,8.7,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEBS0,4P10,2.998,430,129,6MT,2979,6893,3749.0,トラック等,8.7,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEBS0,4P10,2.998,430,129,5MT,2979,6893,3749.0,トラック等,8.6,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEBS0,4P10,2.998,430,110,"6MT,5MT",2979,6893,3749.0,トラック等,8.6,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2PG-FEBS0,4P10,2.998,430,129,6MT,2979,6893,3749.0,トラック等,8.6,2-4Ｄ,大貨車,4.9085,6.893,
FUSO,ふそうキャンター,2RG-FEBS0,4P10,2.998,430,110,"6MT,5MT",2979,6893,3749.0,トラック等,9.0,2-4Ｄ,大貨車,4.9085,6.893,
